Company,Domain,Number of Reviews,Trustscore,5 stars reviews percentage,4 stars reviews percentage,3 stars reviews percentage,2 stars reviews percentage,1 star reviews percentage,Review Stars,Review Comment,Company Response
Anytime Capital,anytime-capital.com,15,4.4,93%,0%,0%,7%,0%,5,"After months of searching for a reliable and knowledgeable financial partner to help navigate the complexities of cryptocurrency investments, I finally decided to work with Anytime Capital. The decision was based on their impressive track record, and let me tell you, it has been nothing short of exceptional.From the initial consultation, it was clear that Anytime Capital stands apart from their competitors. Their team demonstrated an in-depth understanding of the crypto market, not just from a transactional perspective but also the regulatory and technological nuances that can make or break investment strategies in this volatile field.What truly sets Anytime Capital apart is their proactive approach to client relations. They didn't just wait for me to ask questions or express concerns; they anticipated my needs and provided comprehensive insights and advice that were tailored to my financial goals. Their ability to forecast market trends and provide strategic recommendations has been invaluable in maximizing my investment returns.Moreover, their customer service is top-notch. Every interaction with their team, whether through their 24/7 support line or direct consultations, has been professional, courteous, and incredibly helpful. It’s clear they prioritize building long-term relationships with their clients, making you feel like a partner rather than just another account.Anytime Capital also impresses with their technological edge. Their platform is user-friendly, offering easy access to manage my portfolio, view detailed analytics, and execute trades quickly and securely. The peace of mind that comes from knowing your investments are in safe hands cannot be overstated.In terms of fees, Anytime Capital is very transparent and competitive. They offer clear value for their services, ensuring that clients understand exactly what they are paying for and the benefits received in return. This transparency builds trust and showcases their commitment to fair and ethical business practices.In conclusion, my experience with Anytime Capital has been extraordinarily positive. They have not only met but exceeded my expectations in every aspect. Whether you are new to cryptocurrency or an experienced investor, I highly recommend Anytime Capital for anyone looking to navigate the crypto market with confidence. Their blend of expert knowledge, exceptional customer service, and advanced technology makes them a standout choice in the financial services industry",
Anytime Capital,anytime-capital.com,15,4.4,93%,0%,0%,7%,0%,5,Really like how responsive the web design is. Works well on my tablet and phone.,
Anytime Capital,anytime-capital.com,15,4.4,93%,0%,0%,7%,0%,5,Best place to buy bitcoin in atlanta! ,
Anytime Capital,anytime-capital.com,15,4.4,93%,0%,0%,7%,0%,5,Had a great experience exchanging digital currencies. The rates were very competitive.,
Anytime Capital,anytime-capital.com,15,4.4,93%,0%,0%,7%,0%,5,The holy grail of bitcoin ,
Swadesh,swadesh.co,10,4.4,100%,0%,0%,0%,0%,5,Very easy to do cross border transactions - thanks :),
Swadesh,swadesh.co,10,4.4,100%,0%,0%,0%,0%,5,Swadesh is a good app safely and truly app this app is a expensive earning for you thanks.,
Swadesh,swadesh.co,10,4.4,100%,0%,0%,0%,0%,5,I'm poor people help me,
Swadesh,swadesh.co,10,4.4,100%,0%,0%,0%,0%,5,"Transferred regular amounts from US to India for over a month, I did not face any major issues.",
Swadesh,swadesh.co,10,4.4,100%,0%,0%,0%,0%,5,Just downloaded the app to manage my expenses in the US but got a lot more benefits than what I expected.,
Swadesh,swadesh.co,10,4.4,100%,0%,0%,0%,0%,5,It took my less than 15 minutes to download and get a US bank account! The customer support is really nice as well,
Swadesh,swadesh.co,10,4.4,100%,0%,0%,0%,0%,5,Day to day transactions were much easier to manage with Swadesh.,
Swadesh,swadesh.co,10,4.4,100%,0%,0%,0%,0%,5,Best app for managing finances for students/ professionals in the US,
Swadesh,swadesh.co,10,4.4,100%,0%,0%,0%,0%,5,,
Swadesh,swadesh.co,10,4.4,100%,0%,0%,0%,0%,5,Easy UI. Very helpful,
The Payment HQ,thepaymenthq.com,5,4.1,100%,0%,0%,0%,0%,5,No clue how this ap works but I guess we’ll see if I get paid now. ,
The Payment HQ,thepaymenthq.com,5,4.1,100%,0%,0%,0%,0%,5,"Payment HQ is the best Merchant Services out there!, not only are they local my rep Cesar always goes above and beyond to help my business with support (never switching). Even the supporting reps at Payment HQ are always willing help. The level of treatment and care I receive I can not even being to explain. I truly found a company that cares about my business needs and doesn’t treat me like a number. If you are needing or just looking for a new merchant you must to contact Payment HQ and ask for Cesar!",
The Payment HQ,thepaymenthq.com,5,4.1,100%,0%,0%,0%,0%,5,"Since day 1 Cesario has been our local rep and has been there every step of the way to help me whenever I needed. The Payment HQ is the best merchant services and most trustworthy company I have dealt with. They support my industry which is considered high risk and made it very easy to get me an account approved. Besides getting an account approved and processing without issue, they also had a large catalog of terminal and point of sale solutions to select from. The point-of-sale system Cesar recommended to invest in has helped save me countless hours of inventory management. You get great customer service and options to select what’s best for your business. I absolutely enjoy working with The Payment HQ and of course their best rep Cesario. Thank you Cesario & The Payment HQ for supporting my business. Adam's Ave Smoke Shop",
The Payment HQ,thepaymenthq.com,5,4.1,100%,0%,0%,0%,0%,5,"I am lucky to have had an exceptional experience working with Charles and  Giovanni at The Payment HQ. Their team provided top-notch expertise and professionalism throughout the entire process. The platform they offer is user-friendly and robust, delivering seamless and secure solutions. I greatly appreciate their prompt and reliable customer service, always there to assist with any inquiries. I highly recommend The Payment HQ.",
Meriwest Credit Union,meriwest.com,9,3.8,67%,11%,0%,0%,22%,5,"I needed a bank I could trust, with an actual physical location to interact with. Not spending countless hours on the phone just to try to get my money; and they were there when needed. It is great to know some banks still value customer interaction and face to face transactions. In the age when people pretend to be other people, Meriwest provides me ample security, safety, and peace of mind in knowing they can’t be defrauded putting my money in safe hands.",
Meriwest Credit Union,meriwest.com,9,3.8,67%,11%,0%,0%,22%,1,"I was an almost 30 year client of Meriwest until they upgraded their login system with minimal notification and locked my out of my account.  After multiple attempts, I final sent a registered letter to close my account back in March, and have yet to get my money back (now May).  They continue to send me e-notices even though I have told them multiple times I can't login (probably telling me about all the fees that they are charging me rather than giving my money back as requested).  I suspect I am going to have to get a lawyer involved to get my money back from them.Bottom line:  I would bury my money in glass jars in the backyard before I would use Meriwest again.  They certainly put profits ahead of customer satisfaction.",Company has NOT responded to this review.
Meriwest Credit Union,meriwest.com,9,3.8,67%,11%,0%,0%,22%,1,"If I could give a -10 I would. We have had IBM then Meriwest for over 50 years. The customer service is terrible. After waiting for 45 minutes last week and never getting the escalation callback, I had to wait another 45 minutes today. I cannot log into my on-line account. Their solution - come into a branch. Problem is the closest branch is an eight hour drive. RUN far away from them!",Company has NOT responded to this review.
Meriwest Credit Union,meriwest.com,9,3.8,67%,11%,0%,0%,22%,5,"As a client of Meriwest Credit Union, I am thoroughly impressed with their overall services. The staff is consistently engaging, professional, and ready to help, which makes for a very positive communication experience.Their credit terms are transparent and easy to understand. This was particularly beneficial when I was looking to finance my automobile purchase. The terms were advantageous, offering great value and fitting well with my financial planning.In summary, Meriwest Credit Union offers not only top-notch service, but also advantageous credit conditions. My experience financing my car through them was seamless and stress-free. I wholeheartedly recommend Meriwest for anyone in need of financial services.",
Meriwest Credit Union,meriwest.com,9,3.8,67%,11%,0%,0%,22%,5,It is Good to have this website and more usefull.,
Meriwest Credit Union,meriwest.com,9,3.8,67%,11%,0%,0%,22%,5,,
Meriwest Credit Union,meriwest.com,9,3.8,67%,11%,0%,0%,22%,5,,
Meriwest Credit Union,meriwest.com,9,3.8,67%,11%,0%,0%,22%,4,,
Netspend Corporation,aceelitecard.com,8,3.7,25%,12%,0%,13%,50%,5,NetSpend is a great prepaid company. It was very easy to use and convenient.,
Netspend Corporation,aceelitecard.com,8,3.7,25%,12%,0%,13%,50%,5,"I have a accounting thing with the Loan US I believe y'all Owe Me My Money Let's get ready to Pay Mal Blue From Muskogee, Lil look into the State House book On All Loans Temporary other wise. I know it's Undoubtly time so I hope to see you soon?",
Netspend Corporation,aceelitecard.com,8,3.7,25%,12%,0%,13%,50%,1,SEPT 1ST TO OCT 10TH PRINT OUT ALL TRANSACTIONS . SEND THEM TO LARRY FREEMAN 260 CASHMERE ST APT A SF CA 94124 SO MANY FRAUD TRANSACTIONS. I NEVER EVER TRANSFERD MONEY TO ANOTHER LOOK AT MY ACCT SINCE I OPENED NEVER TRANSFERD . YOU LET CRIMINALS TIME AFER TIME TRANSFER FUNDS TO ANOTHER CARD WHILE THE ACCT WAS BLOCKED AND THEY KNEW I WAS WAITING FOR A NEW CARD. SEPT 1ST TO OCT 10TH,Company has NOT responded to this review.
Netspend Corporation,aceelitecard.com,8,3.7,25%,12%,0%,13%,50%,4,Love the easy access and set up of the card.Linking this as a bank card is easy to setup.Easy to shop with and it's accepted at most or all retail stores.,
Netspend Corporation,aceelitecard.com,8,3.7,25%,12%,0%,13%,50%,1,"Hi my name is Tracy P. I've had my netspend card for years and a hacker came along about a week ago they first changed all of my personal information, then they were able to call the company and cancel my card, and all of my security questions, Then I received a text afterwards telling me that my aceelite netspend card had been cancelled.  So I was drilled and had to send my ID, social security card, and a PGE bill to show proof of address after the fact.  Then a couple days ago the person that had all my information was able to transfer my paycheck that was deposited to my card to their account and now they have started an investigation, but unfortunately I'm the victim, I'm wondering why didn't they interrogate the person that committed the crime just like I was interrogated to try and get my money back the first time. If you requested all that information for proof of residency, they why didn't you do the same to the person on the other end of the phone. Its very unprofessional and nobody suffers but Tracy P. Your company say that your call are recorded and monitored then you should've went back and checked the incoming calls, very unprofessional, and I will never ever deal with this company ever again first time shame on you second time shame on me. When I asked to speak to someone in the fraud division I was told no that they wasn't able to transfer me. But they allowed someone to transfer $1500 into their account without an interrogation.",Company has NOT responded to this review.
Netspend Corporation,aceelitecard.com,8,3.7,25%,12%,0%,13%,50%,1,"Good morning Lea Campos, I am reaching out agin because I would like to speak with you regarding this issue with my account, I have been trying to reach you and or get a response since your initial outreach and again have received no call or correspondence from you at all and it is extremely frustrating. You extend a helping hand and then you do not follow through. I have now lost all confidence in Netspend and feel like you do not care about helping your clients. I have called mutilple times and left numerous messages and it is completely silent on your end. I am going to to assume now that Netspend only cares about taking your money and pretending to want to help. What was the point of reaching out if you were not going to follow through. I want a call back immediately or and email response asap. this is literally the worst customer service and a i was hoping it was only from the call center but it is obvious this lack of concern goes all the way to the top of corporate and it is sad. If this is not resolved soon I will be taking this issue as far as I can so that everyone knows that Netspend are theives and to make sure no one ever goes through this again. This is embarrassing for your company and people need to know. If i do not get a response soon i will be forced to reach out to the BBB, my district attorney, my personal lawyer and the local news to report on how your company did not close a card reported stolen and over $900 in charge being taken from my account. and then how a corporate higher up reached out only because of a review I had and then offered to help and then basically ghosted me. I will make sure that it is known that Lea Campos offered to assist me but lied and never truly meant to help me at all . I will let them know I left you multiple emails and multiple voicemail messages and that you NEVR responded back. You offered your direct line and email address and then NEVER INTENDED TO ACTUALLY HELP ME ! but just pretended to offer help when she truly had no intentions of ever following through with her offer to assist. $900 was taken from my account and no one seems to care. Id like to also point out that I was blocked on their facebook page when trying to get assistance",Company has NOT responded to this review.
